Track_Name,Track_ID,URL,Artist(s),Album,Popularity,Duration,Tempo,Key,Mode,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveliness,Valence,Time_Signature,Common Genre
Back to the Old House - 2011 Remaster,spotify:track:6LUGvXEAK8WxIBYK43uoTb,https://open.spotify.com/track/6LUGvXEAK8WxIBYK43uoTb,['The Smiths'],Louder Than Bombs,79,3.11,104.13,2,1,0.626,0.488,-7.805,0.0253,0.0102,0.000188,0.141,0.404,3,new wave
Heaven Knows I'm Miserable Now - 2011 Remaster,spotify:track:1xaTREM89RbIxkcjlpf4Uw,https://open.spotify.com/track/1xaTREM89RbIxkcjlpf4Uw,['The Smiths'],Hatful of Hollow,76,3.6,114.045,6,1,0.609,0.759,-4.862,0.0276,0.028,0.0,0.183,0.774,4,new wave
Last Christmas - Single Version,spotify:track:06qMRF18gwbOYYbnP2du6i,https://open.spotify.com/track/06qMRF18gwbOYYbnP2du6i,['Wham!'],The Singles: Echoes from the Edge of Heaven,82,4.43,107.732,2,1,0.733,0.598,-8.228,0.0278,0.212,3.71e-06,0.156,0.935,4,new wave
Wake Me Up Before You Go-Go,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,['Wham!'],Make It Big,82,3.86,81.548,0,1,0.62,0.573,-11.893,0.0423,0.271,0.0,0.0607,0.897,4,new wave
Everything She Wants,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,https://open.spotify.com/track/5hXEcqQhEjfZdbIZLO8mf2,['Wham!'],Make It Big,71,5.04,115.09,6,0,0.899,0.459,-15.557,0.0366,0.322,0.00406,0.165,0.962,4,new wave
Club Tropicana,spotify:track:6tASfEUyB7lE2r6DLzURji,https://open.spotify.com/track/6tASfEUyB7lE2r6DLzURji,['Wham!'],Fantastic,66,4.43,117.283,11,1,0.658,0.714,-9.247,0.0519,0.0294,5.7e-05,0.651,0.806,4,new wave
Freedom,spotify:track:0PhU6i6Kei6x0CH3jocvA3,https://open.spotify.com/track/0PhU6i6Kei6x0CH3jocvA3,['Wham!'],Make It Big,63,5.04,132.538,0,1,0.591,0.651,-12.882,0.0424,0.42,1.94e-06,0.129,0.824,4,new wave
Everybody Wants To Rule The World,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE,['Tears For Fears'],Songs From The Big Chair (Super Deluxe Edition),89,4.19,112.067,7,1,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,4,new wave
Shout,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://open.spotify.com/track/2gQaQUhDCNGfBVXTvxAmXQ,['Tears For Fears'],Songs From The Big Chair,75,6.56,97.909,0,1,0.511,0.942,-10.407,0.0429,0.174,1.87e-05,0.139,0.498,4,new wave
"Head Over Heels - Dave Bascombe 7"" N.Mix",spotify:track:5lwQGZYF4BXOzFtXc5zk8q,https://open.spotify.com/track/5lwQGZYF4BXOzFtXc5zk8q,"['Tears For Fears', 'Dave Bascombe']",Songs From The Big Chair (Deluxe),73,4.29,95.007,7,1,0.623,0.739,-8.116,0.0244,0.338,1.88e-05,0.109,0.642,4,new wave
Mad World,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,https://open.spotify.com/track/0Qv7xi6uPSqH2k82tOkGSt,['Tears For Fears'],The Hurting,71,3.59,118.729,4,1,0.647,0.896,-5.949,0.0509,0.0709,0.0505,0.0614,0.953,4,new wave
Rule The World (Everybody),spotify:track:2f2dRxjiUOoV5qhZFbnVO6,https://open.spotify.com/track/2f2dRxjiUOoV5qhZFbnVO6,"['Tiësto', 'Tears For Fears', 'NIIKO X SWAE', 'GUDFELLA']",Rule The World (Everybody),71,2.88,127.963,2,1,0.628,0.997,-1.7,0.0706,0.031,0.0101,0.133,0.158,4,new wave
Enjoy the Silence,spotify:track:4wGSg2Qqpt2sGCWuAZj6EN,https://open.spotify.com/track/4wGSg2Qqpt2sGCWuAZj6EN,"['Depeche Mode', 'Daniel Miller', 'Phil Legg']","Violator | The 12"" Singles",69,4.29,112.776,0,0,0.626,0.667,-11.817,0.0283,0.209,0.000257,0.0779,0.83,4,new wave
Just Can't Get Enough - 2006 Remaster,spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,https://open.spotify.com/track/0xuXRQJfxmdP6gvfDe2Z4L,['Depeche Mode'],Speak & Spell (2006 Remaster),66,3.71,128.177,0,1,0.765,0.766,-9.374,0.0348,0.41,0.052,0.177,0.923,4,new wave
Ghosts Again,spotify:track:3p5JD79PQP737dyEY2hnmf,https://open.spotify.com/track/3p5JD79PQP737dyEY2hnmf,['Depeche Mode'],Memento Mori,65,3.98,115.01,6,0,0.589,0.748,-4.767,0.0259,0.000438,0.0349,0.16,0.334,4,new wave
Never Let Me Down Again - 2006 Remaster,spotify:track:2H1BmB1b6Px9KJXIUpD03u,https://open.spotify.com/track/2H1BmB1b6Px9KJXIUpD03u,['Depeche Mode'],Music for the Masses (2006 Remaster),64,4.84,106.067,0,1,0.581,0.886,-6.505,0.0324,0.279,0.0297,0.691,0.586,4,new wave
Precious,spotify:track:3c4bJL7mARZvd387847GsC,https://open.spotify.com/track/3c4bJL7mARZvd387847GsC,"['Depeche Mode', 'Steve Fitzmaurice']",Playing the Angel,63,4.1,104.988,1,1,0.568,0.837,-6.138,0.0266,0.09,0.0587,0.0994,0.853,4,new wave
Psycho Killer - 2005 Remaster,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://open.spotify.com/track/1i6N76fftMZhijOzFQ5ZtL,['Talking Heads'],Talking Heads '77 (Deluxe Version),78,4.36,123.118,2,1,0.721,0.521,-8.123,0.0613,0.0708,0.00545,0.127,0.942,4,new wave
This Must Be the Place (Naive Melody) - 2005 Remaster,spotify:track:6aBUnkXuCEQQHAlTokv9or,https://open.spotify.com/track/6aBUnkXuCEQQHAlTokv9or,['Talking Heads'],Speaking in Tongues (Deluxe Version),73,4.94,114.443,7,1,0.942,0.641,-10.15,0.0333,0.331,0.179,0.028,0.966,4,new wave
Once in a Lifetime - 2005 Remaster,spotify:track:38Ngied9rBORlAbLYNCl4k,https://open.spotify.com/track/38Ngied9rBORlAbLYNCl4k,['Talking Heads'],Remain in Light (Deluxe Version),71,4.33,117.459,2,1,0.644,0.919,-6.289,0.0561,0.181,0.134,0.622,0.871,4,new wave
Burning Down the House,spotify:track:2VNfJpwdEQBLyXajaa6LWT,https://open.spotify.com/track/2VNfJpwdEQBLyXajaa6LWT,['Talking Heads'],Burning Down the House / I Get Wild / Wild Gravity,67,4.03,102.689,5,0,0.779,0.87,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,4,new wave
And She Was,spotify:track:5JwK7v6XhG0YgqDuCgzOy8,https://open.spotify.com/track/5JwK7v6XhG0YgqDuCgzOy8,['Talking Heads'],Little Creatures,61,3.65,126.477,9,1,0.763,0.629,-9.947,0.0322,0.013,0.0585,0.0756,0.973,4,new wave
There Is a Light That Never Goes Out - 2011 Remaster,spotify:track:0WQiDwKJclirSYG9v5tayI,https://open.spotify.com/track/0WQiDwKJclirSYG9v5tayI,['The Smiths'],The Queen Is Dead,82,4.08,136.162,4,1,0.523,0.769,-5.855,0.0269,0.04,0.0,0.136,0.876,4,uk post-punk
This Charming Man - 2011 Remaster,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,https://open.spotify.com/track/1FvDJ9KGxcqwv1utyPL3JZ,['The Smiths'],The Smiths,80,2.72,103.912,11,1,0.611,0.846,-5.9,0.0436,0.00509,0.0,0.0784,0.751,4,uk post-punk
This Night Has Opened My Eyes - 2011 Remaster,spotify:track:69Kzq3FMkDwiSFBQzRckFD,https://open.spotify.com/track/69Kzq3FMkDwiSFBQzRckFD,['The Smiths'],Hatful of Hollow,79,3.69,100.038,2,1,0.696,0.628,-8.407,0.0274,0.00102,0.428,0.272,0.701,4,uk post-punk
Back to the Old House - 2011 Remaster,spotify:track:6LUGvXEAK8WxIBYK43uoTb,https://open.spotify.com/track/6LUGvXEAK8WxIBYK43uoTb,['The Smiths'],Louder Than Bombs,79,3.11,104.13,2,1,0.626,0.488,-7.805,0.0253,0.0102,0.000188,0.141,0.404,3,uk post-punk
Heaven Knows I'm Miserable Now - 2011 Remaster,spotify:track:1xaTREM89RbIxkcjlpf4Uw,https://open.spotify.com/track/1xaTREM89RbIxkcjlpf4Uw,['The Smiths'],Hatful of Hollow,76,3.6,114.045,6,1,0.609,0.759,-4.862,0.0276,0.028,0.0,0.183,0.774,4,uk post-punk
Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,['Imagine Dragons'],Evolve,89,3.41,124.949,10,0,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,4,rock
Thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,['Imagine Dragons'],Evolve,87,3.12,167.997,0,1,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,4,rock
Bones,spotify:track:54ipXppHLA8U4yqpOFTUhr,https://open.spotify.com/track/54ipXppHLA8U4yqpOFTUhr,['Imagine Dragons'],Mercury - Acts 1 & 2,86,2.75,114.061,5,0,0.772,0.75,-3.67,0.0455,0.0201,0.0,0.074,0.587,4,rock
Whatever It Takes,spotify:track:6Qn5zhYkTa37e91HC1D7lb,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,['Imagine Dragons'],Evolve,84,3.35,134.945,10,0,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,4,rock
Enemy (with JID) - from the series Arcane League of Legends,spotify:track:3CIyK1V4JEJkg02E4EJnDl,https://open.spotify.com/track/3CIyK1V4JEJkg02E4EJnDl,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']",Mercury - Acts 1 & 2,83,2.89,77.011,11,0,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,4,rock
I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,['Arctic Monkeys'],AM,95,3.07,67.528,0,0,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,4,rock
Why'd You Only Call Me When You're High?,spotify:track:086myS9r57YsLbJpU0TgK9,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,['Arctic Monkeys'],AM,90,2.69,92.004,2,1,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,4,rock
Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,['Arctic Monkeys'],AM,90,4.54,85.03,5,1,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,4,rock
R U Mine?,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://open.spotify.com/track/2AT8iROs4FQueDv2c8q2KE,['Arctic Monkeys'],AM,84,3.36,97.094,6,0,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,0.619,4,rock
505,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,['Arctic Monkeys'],Favourite Worst Nightmare (Standard Version),82,4.23,140.267,0,1,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,4,rock
Come Together - Remastered 2009,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD,['The Beatles'],Abbey Road (Remastered),80,4.33,165.007,9,0,0.533,0.376,-11.913,0.0393,0.0302,0.248,0.0926,0.187,4,rock
Let It Be - Remastered 2009,spotify:track:7iN1s7xHE4ifF5povM6A48,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48,['The Beatles'],Let It Be (Remastered),80,4.05,143.462,0,1,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,4,rock
Twist And Shout - Remastered 2009,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,['The Beatles'],Please Please Me (Remastered),79,2.59,124.631,2,1,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,4,rock
In My Life - Remastered 2009,spotify:track:3KfbEIOC7YIv90FIfNSZpo,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,['The Beatles'],Rubber Soul (Remastered),79,2.44,103.239,9,1,0.688,0.435,-11.359,0.0323,0.449,0.0,0.113,0.435,4,rock
Blackbird - Remastered 2009,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://open.spotify.com/track/5jgFfDIR6FR0gvlA56Nakr,['The Beatles'],The Beatles (Remastered),78,2.31,93.699,7,1,0.686,0.127,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,4,rock
In the End,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,['Linkin Park'],Hybrid Theory (Bonus Edition),89,3.61,105.143,3,0,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,4,rock
What I've Done,spotify:track:18lR4BzEs7e3qzc0KVkTpU,https://open.spotify.com/track/18lR4BzEs7e3qzc0KVkTpU,['Linkin Park'],Minutes to Midnight,83,3.43,120.119,5,1,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,4,rock
Faint,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,https://open.spotify.com/track/4Yf5bqU3NK4kNOypcrLYwU,['Linkin Park'],Meteora,81,2.71,135.095,4,1,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,4,rock
Numb / Encore,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn,"['JAY-Z', 'Linkin Park']",Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,81,3.43,107.045,2,1,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,0.751,4,rock
One Step Closer,spotify:track:3K4HG9evC7dg3N0R9cYqk4,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4,['Linkin Park'],Hybrid Theory (Bonus Edition),81,2.62,95.136,9,1,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,4,rock
Don't Stop Me Now - Remastered 2011,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://open.spotify.com/track/7hQJA50XrCWABAu5v6QZ4i,['Queen'],Jazz (Deluxe Remastered Version),76,3.49,156.271,5,1,0.563,0.865,-5.277,0.16,0.0472,0.000191,0.77,0.601,4,rock
Another One Bites The Dust - Remastered 2011,spotify:track:57JVGBtBLCfHw2muk5416J,https://open.spotify.com/track/57JVGBtBLCfHw2muk5416J,['Queen'],The Game (Deluxe Remastered Version),75,3.58,109.975,5,0,0.933,0.528,-6.472,0.162,0.112,0.329,0.163,0.756,4,rock
Bohemian Rhapsody - Remastered 2011,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,['Queen'],A Night At The Opera (Deluxe Remastered Version),74,5.91,143.883,0,0,0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,4,rock
Under Pressure - Remastered 2011,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://open.spotify.com/track/11IzgLRXV7Cgek3tEgGgjw,"['Queen', 'David Bowie']",Hot Space (Deluxe Remastered Version),74,4.14,113.809,2,1,0.671,0.711,-7.813,0.0478,0.422,0.0,0.104,0.466,4,rock
Crazy Little Thing Called Love - Remastered 2011,spotify:track:35ItUJlMtjOQW3SSiTCrrw,https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw,['Queen'],The Game (Deluxe Remastered Version),73,2.72,76.961,0,1,0.599,0.762,-6.887,0.0423,0.714,4.43e-06,0.35,0.715,4,rock
Spotless (feat. The Lumineers),spotify:track:0HEytGQM3bG1vKxER7IgVK,https://open.spotify.com/track/0HEytGQM3bG1vKxER7IgVK,"['Zach Bryan', 'The Lumineers']",Zach Bryan,82,2.82,72.129,0,1,0.604,0.444,-7.695,0.0698,0.409,0.0,0.0837,0.169,4,folk-pop
Ophelia,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,https://open.spotify.com/track/3d8y0t70g7hw2FOWl9Z4Fm,['The Lumineers'],Cleopatra,79,2.67,76.023,5,1,0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,4,folk-pop
Ho Hey,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7,['The Lumineers'],The Lumineers,78,2.72,79.936,0,1,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,4,folk-pop
Flowers in Your Hair,spotify:track:3Hvg5tRKsQlX25wYwgMF9p,https://open.spotify.com/track/3Hvg5tRKsQlX25wYwgMF9p,['The Lumineers'],The Lumineers,76,1.83,127.463,7,1,0.67,0.609,-10.088,0.0333,0.749,6.74e-05,0.227,0.573,4,folk-pop
Cleopatra,spotify:track:2ToW7zhGCrVrLU4fiKj9U1,https://open.spotify.com/track/2ToW7zhGCrVrLU4fiKj9U1,['The Lumineers'],Cleopatra,74,3.36,151.393,8,1,0.536,0.775,-6.765,0.0394,0.228,0.000143,0.0947,0.485,4,folk-pop
Riptide,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,['Vance Joy'],Dream Your Life Away (Special Edition),82,3.4,101.654,1,1,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,4,folk-pop
Saturday Sun,spotify:track:2RiBogNRfulkNf7fVbPOrJ,https://open.spotify.com/track/2RiBogNRfulkNf7fVbPOrJ,['Vance Joy'],Nation of Two,75,3.58,99.995,8,1,0.637,0.864,-4.381,0.0468,0.484,0.0,0.222,0.706,4,folk-pop
Mess Is Mine,spotify:track:29jtZGdgpE2lWm2mkIt6HS,https://open.spotify.com/track/29jtZGdgpE2lWm2mkIt6HS,['Vance Joy'],Dream Your Life Away (Special Edition),69,3.73,108.043,7,1,0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,1,folk-pop
Georgia,spotify:track:429EttO8gs0bDo2SQfUNSm,https://open.spotify.com/track/429EttO8gs0bDo2SQfUNSm,['Vance Joy'],Dream Your Life Away (Special Edition),69,3.84,143.554,11,1,0.388,0.66,-7.372,0.0308,0.312,0.000307,0.0943,0.401,4,folk-pop
Missing Piece,spotify:track:2vB9ME0oZwfTGAUMC71CaT,https://open.spotify.com/track/2vB9ME0oZwfTGAUMC71CaT,['Vance Joy'],In Our Own Sweet Time,68,3.6,101.976,0,1,0.632,0.863,-5.21,0.0446,0.0449,1.01e-06,0.13,0.731,4,folk-pop
Budapest,spotify:track:2ixsaeFioXJmMgkkbd4uj1,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1,['George Ezra'],Wanted on Voyage (Expanded Edition),82,3.35,127.812,5,1,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,4,folk-pop
Green Green Grass,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,https://open.spotify.com/track/4N5s8lPTsjI9EGP7K4SXzB,['George Ezra'],Gold Rush Kid,79,2.79,112.972,8,1,0.685,0.738,-4.413,0.0595,0.0695,0.0,0.128,0.8,4,folk-pop
Shotgun,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,['George Ezra'],Staying at Tamara's,78,3.35,115.744,5,1,0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,0.754,4,folk-pop
Hold My Girl,spotify:track:42bbDWZ8WmXTH7PkYAlGLu,https://open.spotify.com/track/42bbDWZ8WmXTH7PkYAlGLu,['George Ezra'],Staying at Tamara's,75,3.53,121.941,10,1,0.614,0.527,-6.374,0.0302,0.597,0.0,0.11,0.354,4,folk-pop
Anyone For You (Tiger Lily),spotify:track:44JSreJxvgl3CxLo5MoQL0,https://open.spotify.com/track/44JSreJxvgl3CxLo5MoQL0,['George Ezra'],Gold Rush Kid,72,3.13,103.031,10,1,0.662,0.807,-3.285,0.0411,0.293,3.55e-06,0.189,0.772,4,folk-pop
Power Over Me,spotify:track:4tViDtaHuSLnh7HVJTrKhs,https://open.spotify.com/track/4tViDtaHuSLnh7HVJTrKhs,['Dermot Kennedy'],Without Fear,75,3.45,173.868,9,0,0.319,0.841,-4.232,0.147,0.0518,0.0,0.106,0.483,3,folk-pop
Kiss Me,spotify:track:1ELMCVbADOtZj8tYdS01nI,https://open.spotify.com/track/1ELMCVbADOtZj8tYdS01nI,['Dermot Kennedy'],Sonder (2023),74,3.82,120.058,0,0,0.638,0.853,-2.158,0.0347,0.00127,0.0,0.068,0.518,4,folk-pop
Paradise,spotify:track:40FUdLENDY3sZmHEM25lpE,https://open.spotify.com/track/40FUdLENDY3sZmHEM25lpE,"['MEDUZA', 'Dermot Kennedy']",MEDUZA,69,2.8,124.119,8,0,0.637,0.567,-7.572,0.0407,0.0627,0.0,0.271,0.433,4,folk-pop
Better Days,spotify:track:0B6hW0mGwtejHAWuJ0qMka,https://open.spotify.com/track/0B6hW0mGwtejHAWuJ0qMka,['Dermot Kennedy'],Sonder (2023),68,3.3,99.953,0,1,0.677,0.55,-7.053,0.042,0.427,0.0,0.0915,0.343,4,folk-pop
Sunday,spotify:track:7xxmW8ieHp9YnACGc0PfNz,https://open.spotify.com/track/7xxmW8ieHp9YnACGc0PfNz,['Dermot Kennedy'],Sunday,68,2.98,83.861,11,1,0.62,0.478,-5.68,0.0363,0.815,0.0,0.0976,0.312,4,folk-pop
Let Her Go,spotify:track:1KxwZYyzWNyZSRyErj2ojT,https://open.spotify.com/track/1KxwZYyzWNyZSRyErj2ojT,['Passenger'],All The Little Lights,78,4.21,74.897,7,1,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.243,4,folk-pop
Let Her Go (feat. Ed Sheeran) - Anniversary Edition,spotify:track:1nHKI4L5pWrN5CUvW07nHP,https://open.spotify.com/track/1nHKI4L5pWrN5CUvW07nHP,"['Passenger', 'Ed Sheeran']",All The Little Lights (Anniversary Edition),68,4.28,71.195,6,1,0.483,0.486,-6.943,0.0345,0.586,1.34e-06,0.326,0.345,4,folk-pop
Simple Song,spotify:track:70HWRkitkAKfos500LBk0T,https://open.spotify.com/track/70HWRkitkAKfos500LBk0T,['Passenger'],The Boy Who Cried Wolf,64,3.81,78.0,5,1,0.631,0.402,-11.125,0.0286,0.616,0.0114,0.0892,0.598,4,folk-pop
Shape of Love,spotify:track:6eQYZ57P28uc8caJagxYcZ,https://open.spotify.com/track/6eQYZ57P28uc8caJagxYcZ,"['Passenger', 'Boy & Bear']",Flight of the Crow,58,3.14,105.529,1,0,0.625,0.736,-8.658,0.0325,0.118,0.0,0.167,0.909,4,folk-pop
Sword from the Stone,spotify:track:1Fc2Gqn9bTuoeSHfhl1net,https://open.spotify.com/track/1Fc2Gqn9bTuoeSHfhl1net,['Passenger'],Songs for the Drunk and Broken Hearted,57,3.36,79.938,0,0,0.619,0.457,-9.324,0.0348,0.581,4.63e-05,0.136,0.434,4,folk-pop
Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv,['Noah Kahan'],Stick Season,92,3.04,117.913,9,1,0.662,0.488,-6.894,0.0682,0.782,0.0,0.102,0.817,4,pov: indie
Dial Drunk (with Post Malone),spotify:track:22VHOlVYBqytsrAqV8yXBK,https://open.spotify.com/track/22VHOlVYBqytsrAqV8yXBK,"['Noah Kahan', 'Post Malone']",Dial Drunk (with Post Malone),85,3.56,112.046,8,1,0.667,0.613,-7.147,0.0313,0.121,0.0,0.113,0.681,4,pov: indie
Northern Attitude (with Hozier),spotify:track:4oEf84vBYVftf6KmZexhVo,https://open.spotify.com/track/4oEf84vBYVftf6KmZexhVo,"['Noah Kahan', 'Hozier']",Northern Attitude (with Hozier),83,4.45,122.017,3,1,0.486,0.64,-8.027,0.0551,0.136,7.58e-05,0.105,0.289,4,pov: indie
You’re Gonna Go Far,spotify:track:4nHJcUtNSUVjXRnjdP29Bk,https://open.spotify.com/track/4nHJcUtNSUVjXRnjdP29Bk,['Noah Kahan'],Stick Season (We'll All Be Here Forever),82,4.77,169.909,7,1,0.59,0.36,-9.643,0.0301,0.599,0.0,0.112,0.379,4,pov: indie
Sarah's Place (feat. Noah Kahan),spotify:track:1fvC3CmNAbsx0V9ULMU8NB,https://open.spotify.com/track/1fvC3CmNAbsx0V9ULMU8NB,"['Zach Bryan', 'Noah Kahan']",Sarah's Place (feat. Noah Kahan),81,3.57,151.566,7,1,0.576,0.683,-5.103,0.118,0.41,0.0,0.0819,0.433,4,pov: indie
My Love Mine All Mine,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,['Mitski'],The Land Is Inhospitable and So Are We,98,2.3,113.95,9,1,0.504,0.308,-14.958,0.0321,0.868,0.135,0.158,0.121,4,pov: indie
Washing Machine Heart,spotify:track:3jjsRKEsF42ccXf8kWR3nu,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu,['Mitski'],Be the Cowboy,86,2.14,105.997,9,1,0.613,0.822,-4.087,0.026,0.0092,0.506,0.429,0.567,4,pov: indie
First Love/Late Spring,spotify:track:3sslYZcFKtUvIEWN9lADgr,https://open.spotify.com/track/3sslYZcFKtUvIEWN9lADgr,['Mitski'],Bury Me At Makeout Creek,81,4.64,99.963,0,1,0.445,0.543,-8.196,0.0272,0.000825,0.0137,0.202,0.102,4,pov: indie
I Bet on Losing Dogs,spotify:track:2Co0IjcLTSHMtodwD4gzfg,https://open.spotify.com/track/2Co0IjcLTSHMtodwD4gzfg,['Mitski'],Puberty 2,80,2.84,82.048,9,1,0.398,0.493,-9.561,0.0303,0.00347,0.000157,0.106,0.412,4,pov: indie
Francis Forever,spotify:track:5411TEB6tlzvuF5A4oyldr,https://open.spotify.com/track/5411TEB6tlzvuF5A4oyldr,['Mitski'],Bury Me At Makeout Creek,80,2.49,101.986,2,1,0.535,0.448,-9.167,0.0279,0.00262,1.94e-05,0.115,0.32,4,pov: indie
Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,['The Neighbourhood'],I Love You.,92,4.01,124.053,10,1,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,4,pov: indie
Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,['The Neighbourhood'],Wiped Out!,87,4.34,85.012,10,1,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,4,pov: indie
Softcore,spotify:track:2K7xn816oNHJZ0aVqdQsha,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,87,3.44,93.986,9,0,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.286,0.37,4,pov: indie
Reflections,spotify:track:2xql0pid3EUwW38AsywxhV,https://open.spotify.com/track/2xql0pid3EUwW38AsywxhV,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,86,4.07,113.983,11,0,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.116,0.544,4,pov: indie
